CustomerID,Recency,Frequency,Monetary,Cluster
15198,91,10,193.64,0
15199,58,13,1268.7,0
15201,86,69,1236.54,0
15203,25,142,1827.8,0
15204,356,9,316.58,5
15205,84,37,653.24,0
15206,9,9,420.3,0
15208,0,42,870.12,0
15210,224,20,331.18,5
15211,59,52,894.41,0
15212,240,5,101.8,5
15213,318,24,328.35,5
15214,1,110,1661.44,0
15215,46,35,734.94,0
15216,87,2,96.6,0
15218,10,166,5756.89,0
15219,175,9,305.75,5
15220,51,117,1778.96,0
15221,365,5,403.25,5
15222,318,5,585,5
15223,225,20,755.75,5
15224,357,14,322.08,5
15225,233,23,409.4,5
15226,310,8,154.41,5
15227,36,58,1219.4,0
15228,65,125,3386.71,0
15230,238,23,429.6,5
15232,112,31,612.06,0
15234,276,14,197,5
15235,217,143,2247.51,5
15236,298,15,321.05,5
15237,1,99,1412.32,0
15238,28,50,1071.99,0
15239,9,49,780.59,0
15240,44,78,1706.57,0
15241,66,110,1756.44,0
15243,73,22,316.68,0
15244,64,34,631.57,0
15245,133,89,2515.84,0
15246,237,33,514.15,5
15247,121,6,356,0
15249,31,350,6688.46,0
15251,8,111,10484.99,0
15252,35,44,740.78,0
15253,15,53,918.2,0
15254,126,18,300.36,0
15255,66,47,890.85,0
15256,148,6,98.45,5
15257,282,7,317.15,5
15258,168,34,623.16,5
15260,99,77,1810.77,0
15261,134,19,254.82,0
15262,323,10,178.95,5
15263,106,12,156.51,0
15264,63,23,393.74,0
15265,150,82,1506.12,5
15266,337,6,119.3,5
15267,21,11,1717.36,0
15269,23,2,408.8,3
15270,15,41,2379.49,0
15271,6,274,2507.07,0
15272,56,63,721.94,0
15274,3,47,716.57,3
15275,37,41,615.14,3
15276,65,52,135.31,3
15277,46,12,255.9,3
15279,354,19,290.51,5
15280,171,16,113.12,5
15281,58,139,2332.15,3
15286,49,3,240.55,3
15287,21,20,486.69,3
15288,42,88,2306.52,3
15289,28,58,939.78,3
15290,4,204,7943.22,0
15291,25,103,4668.3,3
15292,200,25,180.94,5
15296,50,194,3672.86,3
15297,9,39,641.94,3
15298,1,192,4799.9,3
15299,66,7,4507.01,3
15300,63,28,496.44,3
15301,50,243,5070.35,3
15303,289,31,574.02,5
15304,60,23,694.4,3
15306,63,58,1174.35,3
15307,95,12,205.3,3
15308,273,19,310.47,5
15311,0,2379,60767.9,2
15312,74,47,924.85,3
15313,109,1,52,3
15314,198,24,327.97,5
15315,63,37,570.5,3
15316,326,1,165,5
15318,3,33,312.62,3
15319,283,16,204.5,5
15320,43,36,267.13,3
15321,70,95,2748.31,3
15322,85,42,679.68,3
15325,103,49,162.29,3
15326,333,29,311.71,5
15327,52,10,208.75,3
15329,38,57,1049.7,3
15330,31,13,714.96,3
15332,365,35,1661.06,5
15333,207,16,1028.56,5
15334,156,99,351.67,1
15335,53,36,173.97,3
15339,65,86,574.07,3
15341,80,17,2020.52,3
15342,129,24,406.09,3
15343,86,21,364.5,3
15344,0,26,563.94,3
15345,45,20,393.54,3
15346,332,17,252.42,5
15347,365,5,201.6,5
15348,71,9,158.04,3
15349,157,72,473.81,1
15350,372,5,115.65,5
15351,11,225,1960.11,3
15353,254,63,777.02,5
15355,28,14,277.05,3
15356,30,519,2766.5,3
15358,4,551,8347.2,3
15360,39,13,427.93,3
15361,361,7,418.92,5
15363,372,16,326,5
15364,95,29,913.19,3
15365,25,114,2314.32,3
15366,74,44,602.51,3
15367,56,95,1877.59,3
15368,20,4,446.94,3
15370,40,94,2386.05,3
15372,136,27,2007.4,3
15373,7,132,2415.91,3
15374,128,3,168,3
15376,39,117,1233.36,3
15379,168,194,3703.29,1
15380,8,36,1690.26,3
15381,213,8,596.85,1
15382,14,302,5955.71,3
15384,169,41,642.41,1
15385,39,12,316.88,3
15386,185,31,394.14,1
15388,269,10,140.54,1
15389,171,1,500,1
15392,4,84,1535.53,3
15393,15,12,231.86,3
15394,9,85,2183.54,3
15395,325,7,107.45,5
15396,112,14,288.18,3
15397,289,6,94,1
15398,15,73,1345.53,3
15399,0,50,815.77,3
15400,91,12,716.2,3
15402,148,42,626.77,1
15405,188,8,349.1,1
15406,30,53,510.71,3
15407,33,153,1056.44,3
15408,263,34,267.18,1
15410,83,122,3450.84,3
15411,25,99,1358.88,3
15412,170,10,190.53,1
15414,9,39,774.9,3
15415,312,48,572.81,1
15416,64,192,3984.32,3
15417,84,28,508.8,3
15419,24,8,135.86,3
15421,58,53,950.36,3
15422,322,6,97.7,1
15423,37,2,43.5,3
15424,253,17,383.34,1
15426,18,292,1447.39,3
15427,32,306,1483.14,3
15428,14,6,93.78,3
15429,26,82,397.35,3
15432,22,10,171.19,3
15433,213,41,533.3,1
15434,7,55,1041.48,3
15435,21,29,149.29,3
15436,11,329,1122.53,3
15437,261,45,200.16,1
15438,130,25,156.58,3
15440,54,62,383.68,3
15442,248,2,594,1
15443,1,382,3236.91,3
15444,8,219,1418.26,3
15445,263,5,113.5,1
15447,330,9,155.17,1
15448,312,28,494.64,1
15449,25,60,974.52,3
15450,29,30,429.84,3
15452,29,58,538.73,3
15453,1,286,1388.37,3
15454,361,25,179.1,1
15456,282,60,447.22,1
15457,261,58,237.07,1
15458,24,7,161.64,3
15460,353,58,216.76,1
15462,93,11,234.6,3
15463,28,7,126.14,3
15464,337,157,1048.85,1
15465,19,97,7354.62,3
15466,84,57,334.53,3
15467,8,52,524.88,3
15468,50,24,467.51,3
15469,49,24,538.55,3
15471,1,77,469.48,3
15472,112,76,371.56,3
15473,13,11,1771.2,3
15475,76,29,454.11,3
15478,39,46,1441.42,3
15480,115,45,905.5,3
15482,15,98,11054.96,3
15483,160,88,233.81,1
15484,0,188,3594.31,3
15485,29,86,2575,3
15488,92,2,91.32,3
15489,22,50,1134.28,3
15491,94,154,3100.09,3
15492,27,35,659.46,3
15493,32,297,2001.8,3
15494,20,125,1299.23,3
15497,17,15,1262.2,3
15498,2,512,13316.4,3
15500,7,68,1131.56,3
15502,15,213,10384.93,3
15503,362,70,147.09,1
15504,80,13,52.83,3
15505,52,97,3610.96,3
15506,22,164,979.26,3
15507,171,46,492.36,1
15508,188,92,1000.27,1
15510,330,1,250,1
15511,11,160,909.23,3
15512,155,7,121,1
15513,32,308,14758.22,3
15514,11,178,4139.46,3
15516,44,15,62.43,3
15517,232,27,267.03,1
15518,63,214,1942.45,3
15520,1,18,343.5,3
15521,39,185,3000.2,3
15522,32,57,398.84,3
15523,83,10,412.01,3
15524,24,1,440,3
15525,1,178,825.92,3
15526,32,4,148.44,3
15527,18,163,2429.78,3
15528,253,26,229.33,1
15529,22,672,3995.23,3
15530,21,108,1502.35,3
15531,7,228,2007.44,3
15532,24,256,1580.93,3
15533,18,83,807.57,3
15535,172,75,536.4,1
15537,162,24,110.92,1
15539,6,41,538.46,3
15540,10,15,213.3,3
15541,113,29,85.13,3
15543,287,28,127.86,1
15544,8,259,3546.71,3
15545,53,81,292.72,3
15547,6,702,4954.84,3
15549,76,115,1693.26,3
15550,3,61,575.63,3
15551,36,29,436.06,3
15552,216,17,90.12,1
15553,59,56,437.23,3
15554,277,14,217.2,1
15555,11,899,4805.17,3
15556,23,31,279.77,3
15557,28,20,473.65,3
15561,11,27,800.59,3
15562,351,1,134.55,1
15563,21,113,1400.44,3
15565,49,8,173.16,3
15567,18,7,186.01,3
15568,2,53,758.29,3
15569,103,31,1375.71,3
15570,6,323,4165.52,3
15571,11,57,650.43,3
15572,4,215,2552.86,3
15573,31,104,607.45,3
15574,177,168,702.25,1
15576,37,45,940.67,3
15577,150,39,258.88,1
15578,161,13,127.1,1
15579,68,51,348.6,3
15581,120,149,3679.97,3
15582,24,44,682.91,3
15584,23,123,725.11,3
15585,176,31,455.3,1
15587,49,9,913.68,3
15589,255,29,478.53,1
15592,46,24,388.58,3
15593,70,5,199.8,3
15594,15,103,1771.78,3
15596,100,77,1406.59,3
15597,34,22,324.57,3
15598,52,14,240.68,3
15599,26,52,761.74,3
15601,10,410,6776.56,3
15602,7,46,1297.87,3
15603,78,2,48.48,3
15604,51,17,216.39,3
15605,35,67,1198.23,3
15606,60,77,2920.16,3
15607,336,13,104.76,1
15608,27,60,1093.68,3
15609,183,16,298.48,1
15610,51,6,112.46,3
15611,9,43,1591.45,3
15612,35,6,195.15,3
15615,9,423,10399.74,3
15618,32,45,776.851,3
15619,10,3,336.4,3
15620,56,100,1553.18,3
15621,3,16,1293.03,3
15622,42,185,3709.56,3
15623,140,19,301.03,1
15624,116,34,588.13,3
15625,103,64,1534.26,3
15626,74,49,675.8,3
15628,4,155,2870.24,3
15630,44,60,1186.35,3
15632,15,167,3285.31,3
15634,16,15,243.55,3
15636,89,25,724.76,3
15637,52,15,223.36,3
15639,133,25,425.32,3
15640,3,484,12515.66,3
15641,104,119,1887.2,3
15643,191,33,664,1
15644,165,238,813,1
15645,18,52,612.01,3
15646,157,35,447.64,1
15648,203,25,657.35,1
15649,335,2,816,1
15651,36,32,646.3,3
15652,90,21,337.74,3
15653,92,6,877.44,3
15654,8,21,922.53,3
15655,242,34,560.67,1
15656,44,47,748.5,3
15657,22,1,30,3
15658,189,48,1024.1,1
15659,43,11,306.45,3
15660,24,90,1600.86,3
15661,316,5,309.8,1
15663,105,9,138.14,3
15664,50,17,386.43,3
15665,167,116,2242.01,1
15667,39,13,301.32,3
15668,217,1,76.32,1
15669,39,33,684.34,3
15670,296,12,173.05,1
15671,18,78,2657.13,3
15673,87,155,2881.02,3
15674,72,114,2446.6,3
15675,80,21,323.69,3
15676,18,202,3435.76,3
15677,48,33,657.23,3
15678,52,12,352.7,3
15679,23,110,781.28,3
15680,8,78,1333.68,3
15681,24,53,1426.16,3
15683,116,10,193.75,3
15687,8,166,2993.1,3
15689,119,9,254.1,3
15690,3,19,239.76,3
15691,251,2,136.8,1
15692,27,12,191.04,3
15694,0,78,6479.4,3
15695,266,22,409.98,1
15696,32,171,2736.46,3
15699,17,18,309.65,3
15700,171,86,696.68,1
15701,1,237,1542.14,3
15703,264,5,211.5,1
15704,139,117,2293.62,3
15705,200,6,143.1,1
15706,63,55,1060.56,3
15707,34,214,945.58,3
15708,40,288,3364.24,3
15709,283,6,133.25,1
15712,8,53,1072.36,3
15713,142,19,356.7,1
15714,11,35,330.88,3
15716,145,118,1118.81,3
15717,233,7,150.3,1
15719,32,937,5045.61,3
15720,23,128,598.73,3
15721,11,91,507.08,3
15722,35,69,2222.56,3
15723,364,41,203.1,1
15724,200,11,218.25,1
15725,14,32,415.25,3
15727,16,302,5178.96,3
15729,212,5,85,1
15730,65,70,1120.88,3
15732,211,14,294.12,1
15733,282,10,162.3,1
15734,114,26,1339.45,3
15737,14,72,1205.12,3
15738,18,173,4812.42,3
15739,65,8,449.12,3
15740,48,9,154.88,3
15743,15,88,784.46,3
15744,77,3,34.8,3
15745,18,62,1094.59,3
15746,133,28,196.88,3
15747,12,93,974.04,3
15748,39,21,149.31,3
15749,234,10,44534.3,1
15750,2,293,2465.48,3
15752,39,411,2637.38,3
15753,304,1,79.2,1
15754,50,28,458.57,3
15755,9,141,2364.25,3
15756,60,192,532.96,3
15757,65,45,714.42,3
15758,24,9,205.25,3
15759,217,7,253.04,1
15762,64,37,583.75,3
15763,31,61,1086.92,3
15764,87,180,3279.97,3
15766,63,11,315.06,3
15768,115,27,621.83,3
15769,6,130,56252.72,3
15773,5,10,635.68,3
15774,68,25,270.8,3
15775,244,7,104.9,1
15776,132,18,241.62,3
15777,240,21,1047.11,1
15780,183,29,475.28,1
15781,24,20,345.46,3
15782,9,43,2614.74,3
15783,10,14,246.3,3
15785,32,83,2328.97,3
15786,45,267,4932.2,3
15787,25,206,948.05,3
15789,357,25,351.3,1
15790,9,35,220.85,3
15791,43,75,1612.69,3
15793,14,12,965.61,3
15795,149,42,610.01,1
15796,0,133,2711.56,3
15797,112,8,2207.4,3
15799,75,98,884.14,3
15800,106,119,699.08,3
15801,45,64,1063.95,3
15802,142,1,451.42,1
15803,50,8,415.82,3
15804,0,262,4206.39,3
15805,22,301,5528.48,3
15806,45,31,784.58,3
15807,49,48,903.9,3
15808,305,208,3734.97,1
15809,35,35,515.77,3
15810,78,89,1391.98,3
15811,21,133,2218.62,3
15812,106,41,1801.14,3
15813,207,40,1303.91,1
15814,16,72,1945.33,3
15815,63,49,2100.6,3
15819,48,123,1905.45,3
15820,319,17,206.98,1
15821,43,62,570.96,3
15822,2,33,885.47,3
15823,371,1,15,1
15825,171,20,532.94,1
15826,55,68,1654.31,3
15827,72,115,1836.09,3
15829,98,51,636.14,3
15830,37,39,576,3
15831,57,68,801.76,3
15832,253,54,836.79,1
15834,69,273,2233.75,3
15835,43,50,954.09,3
15836,49,10,137.37,3
15837,64,24,391.98,3
15838,10,167,33643.08,3
15839,32,62,1048.49,3
15840,58,27,355.56,3
15841,72,47,1224.06,3
15843,303,8,118.95,1
15844,45,11,130.74,3
15845,17,138,3711.77,3
15847,37,22,389.27,3
15850,18,97,238.85,3
15852,186,22,160.71,1
15853,51,30,110.8,3
15854,3,140,2974.65,3
15855,136,80,712.24,3
15856,3,645,16387.57,3
15857,18,14,297,3
15858,15,191,1438.85,3
15860,40,142,977.21,3
15861,11,546,3165.36,3
15862,7,147,832.88,3
15863,25,18,68.84,3
15864,21,20,1936.32,3
15865,40,40,895.13,3
15866,100,45,230.53,3
15867,4,461,3812.64,3
15869,276,15,149.64,1
15870,32,76,354.09,3
15872,14,128,360.93,3
15874,63,120,4405.88,3
15877,1,129,493.28,3
15880,368,105,343.28,1
15881,311,29,501.39,1
15882,198,23,516.36,1
15883,1,49,396.48,3
15885,92,18,379.35,3
15886,59,12,181.09,3
15888,80,12,168.31,3
15889,156,93,446.87,1
15891,226,62,524.52,1
15894,252,41,263.55,1
15895,149,11,179.17,1
15897,193,24,222.05,1
15898,0,86,1388.88,3
15899,368,4,56.25,1
15900,23,51,351.11,3
15901,16,116,363.88,3
15903,9,74,5126.76,3
15904,7,30,164.68,3
15906,19,150,1567.69,3
15907,3,249,967.45,3
15909,173,7,191.94,1
15910,0,267,1232.18,3
15912,177,19,264.62,1
15916,15,155,1528.09,3
15917,247,12,123.1,1
15918,190,40,334.23,1
15919,19,143,639.89,3
15920,153,60,167.5,1
15921,172,25,336.03,1
15922,372,11,369.5,1
15923,372,21,127.08,1
15925,193,12,207.15,1
15930,66,21,426.63,3
15932,3,115,2495.87,3
15933,20,74,1107.46,3
15935,238,12,416.86,1
15937,63,7,145.35,3
15938,111,18,404.58,3
15939,89,76,6115.01,3
15940,310,1,35.8,1
15942,133,14,337.44,3
15944,276,6,325.1,1
15945,364,2,181,1
15947,82,29,1708.24,3
15948,7,60,955.24,3
15949,16,19,364.72,3
15950,31,98,1765.51,3
15951,8,41,708.22,3
15952,33,91,806.57,3
15953,14,98,1659.38,3
15955,23,183,4416.26,3
15957,31,42,428.89,3
15958,73,7,104.35,3
15963,19,28,470.76,3
15965,16,122,845.64,3
15967,22,84,418.83,3
15969,2,20,666.1,3
15970,303,11,314.1,1
15971,17,35,4199.85,3
15973,366,4,307.82,1
15974,38,176,3442.15,3
15975,83,24,371.01,3
15976,164,98,430.94,1
15977,16,65,1054.73,3
15978,76,49,1098.78,3
15980,88,43,2398.86,3
15981,24,97,3408.48,3
15983,21,113,1475.02,3
15984,2,270,2837.67,3
15985,122,37,1142.42,3
15986,29,14,168.12,3
15987,11,140,1451.28,3
15988,18,27,158.03,3
15990,43,52,792.11,3
15992,3,3,41.99,3
15993,8,552,2797.57,3
15994,54,35,427.07,3
15996,87,130,1060.68,3
15998,36,506,3089.97,3
16000,2,9,12393.7,3
16003,29,103,2735.37,3
16005,11,218,615.39,3
16006,210,8,101.4,1
16007,47,385,1701.94,3
16008,23,33,478.78,3
16009,21,90,992.71,3
16010,245,86,407.5,1
16011,7,212,3362.71,3
16012,34,94,1415.29,3
16013,3,139,37130.6,3
16014,37,145,662.38,3
16015,3,182,705.39,3
16016,2,235,1508.76,3
16017,46,32,211.88,3
16018,38,28,408.9,3
16019,46,160,3786.24,3
16020,16,46,851.01,3
16022,259,76,628.28,1
16023,45,101,719.81,3
16024,11,64,251.24,3
16025,29,28,439.66,3
16026,42,32,236.09,3
16027,91,16,934.62,3
16029,38,242,81024.84,3
16030,309,29,331.24,1
16031,91,100,548.94,3
16033,5,1137,8816.4,3
16034,195,22,437.7,1
16036,86,55,758.92,3
16037,269,39,855.02,1
16038,7,26,471.78,3
16040,64,65,1313.55,3
16041,30,6,3166.4,3
16042,21,71,1197.27,3
16043,37,39,773.99,3
16045,119,83,1340.7,3
16048,372,8,256.44,1
16049,39,312,1111.79,3
16050,173,10,137.9,1
16052,53,34,362.06,3
16053,32,84,1511.95,3
16054,144,70,783.9,1
16055,220,8,134.8,1
16056,44,68,664.85,3
16057,15,121,2263.12,3
16059,65,180,1459.86,3
16062,9,64,1153.62,3
16063,259,23,335.32,1
16065,364,74,372.09,1
16066,16,102,1521.87,3
16070,21,33,852.15,3
16071,44,21,326.24,3
16072,287,23,584.32,1
16073,296,1,122.4,1
16076,2,129,2234.73,3
16078,283,1,79.2,1
16079,16,21,1352,3
16080,81,10,217.16,3
16081,55,227,2806.9,3
16083,100,31,1317.62,3
16084,298,38,436.18,1
16085,22,167,981.51,3
16086,58,39,1121.39,3
16091,154,18,315.06,1
16092,114,51,817.86,3
16093,106,1,17,3
16094,11,63,1078.23,3
16096,263,12,320.62,1
16097,239,10,185.05,1
16098,87,67,2005.63,3
16099,49,39,731.9,3
16101,70,76,1290.7,3
16102,41,57,1842.14,3
16103,6,48,1429.64,3
16104,61,29,302.36,3
16105,248,13,336.96,1
16106,65,6,108.38,3
16107,17,31,3204.16,3
16108,84,48,842.5,3
16109,218,18,611.88,1
16110,44,354,1337.48,3
16112,142,16,195.74,1
16113,182,30,161.38,1
16114,170,8,135.75,1
16115,9,284,1667.97,3
16116,211,34,612.78,1
16117,189,30,232.21,1
16119,7,16,423.36,3
16120,58,30,1309.14,3
16121,56,212,867.11,3
16122,72,38,684.42,3
16123,51,16,307.78,3
16124,316,11,249,1
16125,366,13,289.35,1
16126,28,117,6287.77,3
16127,38,40,656.25,3
16128,17,89,1880.22,3
16131,51,78,3506.54,3
16133,3,338,14589.04,3
16134,21,35,618.09,3
16135,262,21,517.55,1
16136,59,37,709.38,3
16139,18,31,635.41,3
16140,65,35,725.18,3
16141,87,30,620.4,3
16142,249,37,535.34,1
16143,2,117,2424.94,3
16144,246,1,175.2,1
16145,8,224,3799.49,3
16146,156,29,734.13,1
16147,133,22,375,3
16148,295,1,76.32,1
16149,4,18,280.52,3
16150,42,117,2053.02,3
16152,268,29,1829.04,1
16153,49,89,1824.23,3
16156,8,130,3122.04,3
16157,15,18,656.69,3
16159,281,14,348.2,1
16160,64,20,1025.44,3
16161,1,474,5575.56,3
16162,251,2,37.4,1
16163,231,6,856.6,1
16164,16,34,822.48,3
16168,10,98,3787.6,3
16169,7,85,1822.97,3
16170,50,125,1885.05,3
16171,58,3,73.2,3
16172,94,69,1140.21,3
16173,15,84,1418.32,3
16174,125,23,1009.55,3
16175,93,58,1037.59,3
16177,49,15,331.95,3
16178,137,8,197.9,3
16179,60,11,215.83,3
16180,99,162,10254.18,3
16181,72,11,305.54,3
16182,71,28,6617.65,3
16183,66,15,338.71,3
16184,63,45,1158.79,3
16185,16,31,529.41,3
16186,22,218,4006.94,3
16187,31,295,6911.44,3
16188,44,67,981.86,3
16189,15,11,215.48,3
16190,39,6,215.08,3
16191,2,134,5180.52,3
16193,236,19,314.45,1
16198,74,15,400.681,3
16200,3,179,1080.62,3
16201,2,111,1863.47,3
16202,360,18,365.27,1
16203,58,35,592.9,3
16204,22,57,405.71,3
16205,30,98,761.38,3
16206,54,63,537.06,3
16207,24,19,394.38,3
16208,44,66,664.26,3
16209,88,46,2262.62,3
16210,1,123,21086.3,3
16211,88,23,547.02,3
16212,18,41,690.34,3
16213,78,6,159,3
16214,170,44,1062.75,1
16215,80,14,242.35,3
16216,266,37,914.93,1
16217,234,15,304.25,1
16218,29,84,3084.68,3
16221,36,97,864.86,3
16222,317,137,846.72,1
16224,56,96,1295.3,3
16225,44,134,1096.32,3
16226,202,8,255.12,1
16227,224,6,314.22,1
16229,86,47,1010.6,3
16230,189,35,542.03,1
16232,43,37,990.88,3
16233,70,22,536.68,3
16235,40,46,867.31,3
16236,77,20,432.2,3
16239,56,19,414.2,3
16240,23,135,3718.8,3
16241,9,662,2607.87,3
16242,7,294,3603.21,3
16243,33,51,409.1,3
16244,211,91,1522.75,1
16245,23,90,1413.66,3
16247,169,16,114.56,1
16248,61,7,152.94,3
16249,52,69,1800.07,3
16250,260,24,389.44,1
16253,66,123,3683.86,3
16255,16,270,2619.91,3
16256,266,13,752.43,1
16257,176,2,46.95,1
16258,44,135,5203.51,3
16260,50,18,1035.45,3
16261,16,124,746.83,3
16265,8,258,5447,3
16266,73,61,861.89,3
16268,70,45,667.65,3
16270,352,54,1141.24,1
16271,2,133,1429.24,3
16272,116,25,411.7,3
16274,372,67,357.95,1
16275,196,33,559.87,1
16276,176,6,810.6,1
16278,99,23,566.38,3
16279,20,107,1509.58,3
16281,71,17,2062.06,3
16282,339,11,168.3,1
16283,5,166,1570.81,3
16284,30,109,823.97,3
16287,169,8,142.5,1
16292,121,17,302.25,3
16293,21,118,2248.99,3
16295,9,79,1328.55,3
16297,268,20,301.9,1
16298,22,27,598.2,3
16302,126,11,233.22,3
16303,25,162,5360.63,3
16305,138,22,361.22,3
16306,213,41,632.27,1
16308,37,4,2560,3
16309,105,42,706.57,3
16311,17,37,616.26,3
16313,2,16,274.15,3
16315,330,14,226.37,1
16316,63,151,2938.91,3
16317,119,69,1341.65,3
16318,34,19,328.15,3
16319,217,3,404.4,1
16320,171,56,1038.46,1
16321,71,12,373.65,3
16322,0,37,326.75,3
16323,195,1,207.5,1
16324,127,118,428.68,3
16325,46,18,594.24,3
16326,5,319,3110.96,3
16327,13,319,3844.22,3
16330,17,39,251.91,3
16332,27,153,1593.2,3
16333,7,45,26626.8,3
16337,36,10,151.05,3
16338,156,11,214.8,1
16339,283,20,109.95,1
16340,106,153,549.07,3
16341,24,77,1971.87,3
16342,74,15,322.41,3
16343,15,47,370.48,3
16344,157,2,101.1,1
16345,43,38,575.41,3
16347,10,92,887.65,3
16348,31,235,1469.45,3
16349,290,9,53.5,1
16350,20,57,1116.47,3
16351,332,8,153.9,1
16352,17,28,494.44,3
16353,3,94,6675.71,3
16354,62,39,395.8,3
16356,197,31,211.77,1
16357,32,34,658.88,3
16358,0,109,2027.5,3
16359,6,66,1750.92,3
16360,4,662,3512.53,3
16361,9,106,896.66,3
16362,31,81,734.77,3
16363,52,5,109.36,3
16364,11,53,707.04,3
16365,17,51,1540.42,3
16366,18,18,327.3,3
16367,36,130,804.49,3
16368,1,76,497.43,3
16369,17,118,1553.66,3
16370,81,228,1320.56,3
16372,32,97,367.93,3
16374,65,111,473.03,3
16376,8,125,987.01,3
16377,266,5,676.2,1
16378,246,23,362.95,1
16379,3,108,2157.4,3
16380,60,32,1780.59,3
16383,74,102,668.36,3
16384,89,33,584.5,3
16385,59,59,555.89,3
16386,28,88,317.2,3
16387,322,4,94.36,1
16389,52,34,1382.07,3
16392,269,45,221.19,1
16393,1,330,3046.21,3
16394,56,83,1555.34,3
16395,60,210,1486.9,3
16398,153,82,1705.8,1
16399,18,73,408.57,3
16400,94,29,303.93,3
16401,0,186,4098.32,3
16402,264,60,299.6,1
16403,311,10,177.5,1
16404,69,23,443.05,3
16405,301,5,167.25,1
16406,18,62,163.07,3
16407,12,172,2126.93,3
16409,35,232,2028.88,3
16411,18,45,214.65,3
16412,53,35,151.83,3
16413,56,31,262.2,3
16414,21,7,126.25,3
16415,43,54,210.35,3
16416,26,71,1051.4,3
16418,44,102,675.27,3
16419,112,51,972.23,3
16422,16,369,34684.4,3
16423,24,18,346.12,3
16424,190,5,133.56,1
16425,301,21,302.7,1
16426,1,372,1908.25,3
16427,262,9,241.06,1
16429,105,2,284.55,3
16430,56,6,300.85,3
16431,212,83,642.81,1
16432,63,8,287.4,3
16433,27,17,184.26,3
16434,28,109,1522.25,3
16438,5,132,798.35,3
16440,7,282,3640.67,3
16441,66,24,381.2,3
16442,1,174,616.79,3
16444,45,84,654.67,3
16445,33,63,230.51,3
16446,0,3,168472.5,4
16447,135,36,259.01,3
16448,197,20,188.89,1
16449,197,40,707.69,1
16450,149,11,311.92,1
16451,87,14,266.97,3
16454,44,2,6.9,3
16455,63,99,1841.18,3
16456,98,111,2158.37,3
16457,217,9,208.36,1
16458,2,202,3482.74,3
16460,27,135,814.72,3
16461,177,33,151.42,1
16462,73,3,136,3
16463,20,82,1422.4,3
16464,19,236,1314.68,3
16466,33,148,1603.46,3
16468,73,2,74.9,3
16469,23,182,650.43,3
16470,51,170,762.39,3
16471,274,13,223.95,1
16473,164,18,316.11,1
16474,6,360,1871.5,3
16475,87,28,544.3,3
16477,63,146,2494.46,3
16478,24,17,331,3
16479,9,35,300.83,3
16480,75,53,769.29,3
16482,15,18,220.62,3
16483,191,19,139.35,1
16484,173,25,404.3,1
16485,76,42,363.65,3
16488,32,29,498.8,3
16491,46,39,731.5,3
16493,79,56,1351.63,3
16494,296,50,826.53,1
16495,2,97,684.41,3
16496,8,95,1599.52,3
16497,49,136,2965.69,3
16498,160,15,100.97,1
16499,359,19,365.45,1
16500,4,11,400.86,3
16503,106,84,1431.93,3
16504,24,86,484.38,3
16505,31,4,777.6,3
16506,19,3,90.3,3
16509,296,13,363.7,1
16510,371,13,248.1,1
16511,21,169,950.26,3
16513,4,35,874.59,3
16515,51,113,1627.13,3
16516,29,6,101.7,3
16517,276,17,162.7,1
16518,60,40,484.32,3
16519,24,13,215.08,3
16520,185,156,1046.57,1
16523,1,290,9418.47,3
16525,1,183,13027.45,3
16526,171,15,290.36,1
16527,80,14,228.06,3
16528,3,17,244.41,3
16529,189,30,455.25,1
16531,21,77,1244.59,3
16532,17,4,6748.8,3
16533,18,177,1095.56,3
16535,4,31,593.75,3
16536,109,55,548.97,3
16539,2,45,1388.81,3
16542,53,5,119.62,3
16545,164,3,339.3,1
16546,290,25,787.15,1
16549,9,981,4154.64,3
16550,108,251,2298.97,3
16551,95,32,922.12,3
16552,242,17,379.73,1
16553,162,84,5719.82,1
16554,41,52,837.1,3
16555,34,17,285.89,3
16556,66,207,3313.79,3
16557,23,11,281.85,3
16558,0,460,8338.49,3
16560,26,56,841.41,3
16561,5,31,511.12,3
16563,53,19,1077.74,3
16565,363,3,173.7,1
16566,14,18,614.66,3
16567,193,35,865.6,1
16569,2,5,124.2,3
16570,14,126,3738.4,3
16571,26,87,1421.69,3
16572,126,57,1009.6,3
16573,84,42,663.61,3
16574,70,28,451.44,3
16581,182,9,105.84,1
16582,112,6,313.62,3
16583,373,14,233.45,1
16584,79,28,936.08,3
16586,248,8,463.95,1
16587,231,13,225.15,1
16589,70,33,459.24,3
16591,68,10,213.5,3
16592,3,216,4113.68,3
16593,50,27,330.03,3
16594,74,53,181.09,3
16595,60,85,360.16,3
16596,15,12,250.15,3
16597,3,7,90.04,3
16598,285,10,145.05,1
16600,3,62,813.52,3
16601,40,31,244.8,3
16602,35,29,528.08,3
16603,74,34,482.47,3
16607,17,172,3347.71,3
16609,14,276,5493.46,3
16610,218,6,75.66,1
16611,185,10,129.49,1
16612,32,66,1187.66,3
16613,69,30,618.59,3
16614,182,26,506.19,1
16616,14,33,500.42,3
16617,235,5,151.85,1
16618,30,96,2647.59,3
16619,263,14,226.21,1
16620,3,9,178.96,3
16621,51,29,813.48,3
16623,245,5,129.45,1
16624,80,48,810.57,3
16625,274,23,333.08,1
16626,0,179,4413.1,3
16627,78,20,322.8,3
16628,29,117,2188.05,3
16629,73,64,417.73,3
